student_id,age,gender,category,state,preferred_stream,entrance_exam,entrance_score,board_percentage,extracurricular_score,admission_probability,admission_status,scholarship_eligibility,Unique_ID,performance_tier
20127.0,18,female,general,assam,management,none,0,90.41,7,0.42,admitted,yes,20127,Elite (90%+)
20128.0,17,male,ews,uttar pradesh,agriculture,cet,65,64.28,4,0.22,rejected,no,20128,Average (60-75%)
20129.0,18,female,obc,arunachal pradesh,nursing,cet,148,64.82,8,0.352,rejected,no,20129,Average (60-75%)
20130.0,19,female,st,punjab,architecture,cet,160,77.45,2,0.343,rejected,no,20130,High (75-90%)
20131.0,19,other,obc,nagaland,agriculture,cet,104,62.36,8,0.305,rejected,no,20131,Average (60-75%)
20132.0,20,male,st,tamil nadu,law,none,0,80.33,5,0.311,admitted,no,20132,High (75-90%)
20133.0,17,male,st,maharashtra,agriculture,cet,198,71.62,2,0.326,rejected,no,20133,Average (60-75%)
20134.0,18,female,st,jharkhand,computer applications,none,0,69.26,4,0.212,rejected,no,20134,Average (60-75%)
20135.0,18,other,ews,nagaland,nursing,none,0,86.25,5,0.354,rejected,no,20135,High (75-90%)
20136.0,20,male,sc,meghalaya,agriculture,cet,10,77.53,7,0.333,rejected,no,20136,High (75-90%)
20137.0,17,other,ews,chhattisgarh,management,cet,179,59.87,10,0.373,admitted,yes,20137,Below Average (<60%)
20138.0,17,other,obc,nagaland,science,none,0,63.96,5,0.192,rejected,no,20138,Average (60-75%)
20139.0,18,male,ews,nagaland,engineering,cet,115,82.68,1,0.332,rejected,no,20139,High (75-90%)
20140.0,17,female,sc,goa,commerce,none,0,51.02,6,0.116,rejected,no,20140,Below Average (<60%)
20141.0,19,male,ews,mizoram,commerce,none,0,98.78,10,0.535,admitted,yes,20141,Elite (90%+)
20142.0,19,female,ews,himachal pradesh,nursing,cet,192,72.62,9,0.456,rejected,no,20142,Average (60-75%)
20143.0,19,other,st,maharashtra,engineering,jee,151,93.41,3,0.471,rejected,no,20143,Elite (90%+)
20144.0,20,female,ews,jharkhand,pharmacy,cet,17,92.1,5,0.407,rejected,no,20144,Elite (90%+)
20145.0,18,female,st,nagaland,nursing,cet,130,84.74,0,0.339,admitted,no,20145,High (75-90%)
20146.0,18,male,st,arunachal pradesh,commerce,none,0,92.61,7,0.436,rejected,no,20146,Elite (90%+)
20147.0,18,female,obc,goa,pharmacy,none,0,59.25,10,0.248,admitted,yes,20147,Below Average (<60%)
20148.0,20,female,obc,kerala,medical,neet,294,86.89,5,0.556,rejected,no,20148,High (75-90%)
20149.0,19,other,general,nagaland,law,none,0,71.19,4,0.226,rejected,no,20149,Average (60-75%)
20150.0,17,other,st,rajasthan,nursing,none,0,88.29,9,0.441,admitted,yes,20150,High (75-90%)
20151.0,19,male,st,chhattisgarh,management,none,0,93.88,5,0.409,rejected,no,20151,Elite (90%+)
20152.0,19,female,st,mizoram,pharmacy,none,0,66.46,4,0.192,rejected,no,20152,Average (60-75%)
20153.0,17,female,st,uttar pradesh,nursing,cet,183,68.33,2,0.292,rejected,no,20153,Average (60-75%)
20154.0,19,female,obc,mizoram,agriculture,cet,48,80.83,3,0.31,rejected,no,20154,High (75-90%)
20155.0,19,female,ews,arunachal pradesh,commerce,none,0,64.92,3,0.162,rejected,no,20155,Average (60-75%)
20156.0,17,other,sc,meghalaya,architecture,cet,6,83.85,10,0.431,rejected,no,20156,High (75-90%)
20157.0,17,male,st,jharkhand,architecture,cet,123,64.24,5,0.277,rejected,no,20157,Average (60-75%)
20158.0,19,male,general,andhra pradesh,law,none,0,73.96,5,0.264,admitted,no,20158,Average (60-75%)
20159.0,19,male,sc,karnataka,science,none,0,99.27,4,0.43,rejected,no,20159,Elite (90%+)
20160.0,19,other,sc,andhra pradesh,agriculture,cet,99,78.54,7,0.401,admitted,no,20160,High (75-90%)
20161.0,18,male,ews,bihar,medical,neet,634,77.14,9,0.7310099999999984,admitted,yes,20161,High (75-90%)
20162.0,19,male,st,chhattisgarh,arts,none,0,77.54,7,0.327,rejected,no,20162,High (75-90%)
20163.0,20,female,ews,goa,science,none,0,80.21,7,0.346,rejected,no,20163,High (75-90%)
20164.0,17,other,obc,telangana,computer applications,none,0,77.26,7,0.325,rejected,no,20164,High (75-90%)
20165.0,19,other,st,gujarat,medical,neet,415,64.83,7,0.514,rejected,no,20165,Average (60-75%)
20166.0,17,other,st,tamil nadu,law,none,0,64.74,1,0.125,rejected,no,20166,Average (60-75%)
20167.0,17,other,obc,chhattisgarh,agriculture,cet,193,94.68,9,0.617,admitted,yes,20167,Elite (90%+)
20168.0,20,other,obc,manipur,agriculture,cet,166,62.41,4,0.274,rejected,no,20168,Average (60-75%)
20169.0,17,other,st,himachal pradesh,science,none,0,61.72,5,0.175,rejected,no,20169,Average (60-75%)
20170.0,19,male,general,karnataka,pharmacy,cet,132,55.56,10,0.31,rejected,no,20170,Below Average (<60%)
20171.0,19,female,sc,maharashtra,law,none,0,88.97,8,0.428,rejected,no,20171,High (75-90%)
20172.0,20,female,st,uttar pradesh,commerce,cet,169,79.38,5,0.417,admitted,no,20172,High (75-90%)
20173.0,19,female,ews,odisha,computer applications,none,0,56.53,7,0.174,rejected,no,20173,Below Average (<60%)
20174.0,19,other,sc,arunachal pradesh,management,cet,155,81.77,1,0.353,admitted,no,20174,High (75-90%)
20175.0,20,other,st,tripura,engineering,jee,177,74.43,2,0.332,rejected,no,20175,Average (60-75%)
20176.0,20,female,ews,assam,agriculture,none,0,73.62,3,0.226,admitted,no,20176,Average (60-75%)
20177.0,19,male,obc,madhya pradesh,arts,none,0,70.23,2,0.183,rejected,no,20177,Average (60-75%)
20178.0,17,female,st,mizoram,agriculture,cet,174,96.77,1,0.474,rejected,no,20178,Elite (90%+)
20179.0,17,male,st,manipur,computer applications,none,0,55.22,9,0.201,rejected,no,20179,Below Average (<60%)
20180.0,18,female,ews,manipur,law,none,0,60.78,4,0.15,rejected,no,20180,Average (60-75%)
20181.0,19,male,st,odisha,management,none,0,51.72,1,0.04199,rejected,no,20181,Below Average (<60%)
20182.0,19,male,general,uttar pradesh,law,none,0,97.12,1,0.36,rejected,no,20182,Elite (90%+)
20183.0,20,male,general,goa,computer applications,cet,77,62.22,5,0.231,rejected,no,20183,Average (60-75%)
20184.0,17,female,st,rajasthan,medical,neet,317,52.89,9,0.397,admitted,yes,20184,Below Average (<60%)
20185.0,17,male,obc,andhra pradesh,architecture,none,0,95.07,0,0.327,admitted,yes,20185,Elite (90%+)
20186.0,17,male,obc,tripura,engineering,jee,87,97.94,4,0.479,admitted,yes,20186,Elite (90%+)
20187.0,19,male,sc,karnataka,management,none,0,88.36,1,0.296,rejected,no,20187,High (75-90%)
20188.0,19,female,st,odisha,nursing,cet,110,82.04,9,0.47,admitted,yes,20188,High (75-90%)
20189.0,17,female,obc,gujarat,computer applications,none,0,63.1,1,0.113,rejected,no,20189,Average (60-75%)
20190.0,20,female,sc,tripura,management,none,0,64.07,7,0.229,rejected,no,20190,Average (60-75%)
20191.0,18,female,sc,maharashtra,computer applications,none,0,69.99,3,0.199,rejected,no,20191,Average (60-75%)
20192.0,19,male,general,nagaland,pharmacy,cet,118,78.13,5,0.374,admitted,no,20192,High (75-90%)
20193.0,20,other,st,goa,architecture,cet,175,72.99,8,0.43,admitted,yes,20193,Average (60-75%)
20194.0,17,male,sc,maharashtra,architecture,cet,0,91.62,1,0.32,rejected,no,20194,Elite (90%+)
20195.0,20,male,obc,punjab,law,cet,78,74.42,9,0.393,admitted,yes,20195,Average (60-75%)
20196.0,20,other,st,meghalaya,engineering,cet,57,84.8,2,0.327,rejected,no,20196,High (75-90%)
20197.0,20,female,general,chhattisgarh,engineering,jee,112,67.26,4,0.273,admitted,no,20197,Average (60-75%)
20198.0,17,female,obc,telangana,law,none,0,68.49,5,0.225,rejected,no,20198,Average (60-75%)
20199.0,18,female,obc,gujarat,commerce,cet,106,90.47,8,0.51,rejected,no,20199,Elite (90%+)
20200.0,17,female,st,assam,nursing,none,0,79.56,3,0.269,rejected,no,20200,High (75-90%)
20201.0,18,other,ews,mizoram,nursing,cet,166,73.5,1,0.3,admitted,no,20201,Average (60-75%)
20202.0,20,other,ews,manipur,law,cet,58,53.52,8,0.209,rejected,no,20202,Below Average (<60%)
20203.0,20,male,general,madhya pradesh,management,none,0,96.04,0,0.334,admitted,yes,20203,Elite (90%+)
20204.0,20,female,general,karnataka,pharmacy,cet,174,78.87,6,0.435,rejected,no,20204,High (75-90%)
20205.0,18,other,st,andhra pradesh,science,none,0,79.35,10,0.394,rejected,no,20205,High (75-90%)
20206.0,20,female,sc,nagaland,arts,none,0,68.38,3,0.187,rejected,no,20206,Average (60-75%)
20207.0,20,female,obc,goa,arts,none,0,86.01,5,0.352,admitted,yes,20207,High (75-90%)
20208.0,20,female,ews,meghalaya,medical,neet,634,71.49,5,0.711,admitted,no,20208,Average (60-75%)
20209.0,20,female,general,telangana,engineering,cet,152,62.24,8,0.336,admitted,yes,20209,Average (60-75%)
20210.0,19,male,general,karnataka,commerce,cet,0,81.92,4,0.304,rejected,no,20210,High (75-90%)
20211.0,17,other,sc,manipur,agriculture,cet,93,80.81,7,0.413,admitted,no,20211,High (75-90%)
20212.0,18,female,obc,nagaland,medical,neet,349,57.58,5,0.38,rejected,no,20212,Below Average (<60%)
20213.0,20,female,obc,meghalaya,pharmacy,none,0,77.79,2,0.238,admitted,no,20213,High (75-90%)
20214.0,18,male,st,maharashtra,pharmacy,cet,82,95.59,0,0.386,admitted,yes,20214,Elite (90%+)
20215.0,17,other,obc,kerala,architecture,cet,179,70.16,2,0.303,rejected,no,20215,Average (60-75%)
20216.0,20,other,sc,chhattisgarh,nursing,cet,23,76.29,5,0.297,rejected,no,20216,High (75-90%)
20217.0,18,other,sc,nagaland,arts,none,0,59.31,1,0.085,rejected,no,20217,Below Average (<60%)
20218.0,20,female,st,mizoram,arts,none,0,85.86,3,0.314,admitted,yes,20218,High (75-90%)
20219.0,18,female,ews,karnataka,pharmacy,cet,20,60.37,9,0.252,rejected,no,20219,Average (60-75%)
20220.0,18,male,st,andhra pradesh,agriculture,cet,64,81.19,8,0.414,admitted,yes,20220,High (75-90%)
20221.0,18,male,obc,andhra pradesh,architecture,cet,43,92.81,7,0.466,admitted,yes,20221,Elite (90%+)
20222.0,18,female,sc,sikkim,engineering,jee,69,73.33,3,0.27,admitted,no,20222,Average (60-75%)
20223.0,18,male,sc,assam,law,none,0,64.56,0,0.105,rejected,no,20223,Average (60-75%)
20224.0,18,male,sc,telangana,pharmacy,cet,179,92.84,8,0.576,admitted,yes,20224,Elite (90%+)
20225.0,20,other,obc,arunachal pradesh,agriculture,cet,37,58.31,3,0.139,rejected,no,20225,Below Average (<60%)
20226.0,18,female,general,assam,architecture,cet,10,66.37,0,0.125,rejected,no,20226,Average (60-75%)
20227.0,18,other,obc,goa,management,none,0,52.38,6,0.126,rejected,no,20227,Below Average (<60%)
20228.0,20,other,sc,gujarat,commerce,cet,150,71.76,10,0.44,rejected,no,20228,Average (60-75%)
20229.0,18,male,general,himachal pradesh,management,cet,136,53.7,2,0.154,rejected,no,20229,Below Average (<60%)
20230.0,17,other,general,bihar,medical,neet,475,67.31,5,0.536,admitted,no,20230,Average (60-75%)
20231.0,17,female,sc,assam,science,cet,121,82.02,10,0.495,rejected,no,20231,High (75-90%)
20232.0,18,other,ews,rajasthan,science,none,0,83.07,4,0.312,rejected,no,20232,High (75-90%)
20233.0,19,male,general,tripura,law,cet,13,94.37,6,0.439,rejected,no,20233,Elite (90%+)
20234.0,20,female,general,arunachal pradesh,engineering,jee,290,93.82,6,0.622,admitted,yes,20234,Elite (90%+)
20235.0,17,female,obc,mizoram,pharmacy,cet,32,88.84,3,0.358,rejected,no,20235,High (75-90%)
20236.0,19,female,general,manipur,agriculture,none,0,67.32,4,0.198,rejected,no,20236,Average (60-75%)
20237.0,18,female,ews,nagaland,arts,none,0,51.62,6,0.12,rejected,no,20237,Below Average (<60%)
20238.0,18,male,st,karnataka,engineering,jee,48,71.43,3,0.242,admitted,no,20238,Average (60-75%)
20239.0,18,male,general,goa,commerce,cet,71,71.31,4,0.275,rejected,no,20239,Average (60-75%)
20240.0,18,female,general,punjab,engineering,jee,53,54.34,0,0.067,rejected,no,20240,Below Average (<60%)
20241.0,17,female,sc,mizoram,architecture,cet,87,50.61,4,0.135,admitted,no,20241,Below Average (<60%)
20242.0,17,female,sc,mizoram,computer applications,none,0,73.06,4,0.24,rejected,no,20242,Average (60-75%)
20243.0,19,female,st,bihar,commerce,none,0,95.28,6,0.437,admitted,yes,20243,Elite (90%+)
20244.0,17,male,ews,manipur,commerce,none,0,77.23,3,0.252,rejected,no,20244,High (75-90%)
20245.0,18,other,obc,tripura,commerce,none,0,65.47,6,0.221,admitted,no,20245,Average (60-75%)
20246.0,17,male,st,maharashtra,arts,none,0,67.85,8,0.274,rejected,no,20246,Average (60-75%)
20247.0,17,other,obc,telangana,management,none,0,98.03,0,0.348,admitted,yes,20247,Elite (90%+)
20248.0,17,male,obc,rajasthan,commerce,cet,79,99.53,1,0.432,rejected,no,20248,Elite (90%+)
20249.0,18,other,ews,jharkhand,arts,cet,170,97.93,4,0.535,admitted,yes,20249,Elite (90%+)
20250.0,17,male,obc,madhya pradesh,agriculture,cet,2,97.5,0,0.346,rejected,no,20250,Elite (90%+)
20251.0,17,other,general,haryana,computer applications,none,0,80.9,5,0.315,rejected,no,20251,High (75-90%)
20252.0,18,male,sc,karnataka,nursing,none,0,68.64,5,0.226,rejected,no,20252,Average (60-75%)
20253.0,18,female,sc,chhattisgarh,arts,none,0,60.18,0,0.073,rejected,no,20253,Average (60-75%)
20254.0,17,female,sc,andhra pradesh,nursing,none,0,95.2,6,0.437,admitted,yes,20254,Elite (90%+)
20255.0,17,male,general,punjab,commerce,none,0,76.3,5,0.281,admitted,no,20255,High (75-90%)
20256.0,20,female,general,gujarat,commerce,none,0,85.75,3,0.314,rejected,no,20256,High (75-90%)
20257.0,19,male,st,telangana,nursing,cet,7,72.32,5,0.257,rejected,no,20257,Average (60-75%)
20258.0,17,female,general,jharkhand,science,none,0,51.89,9,0.177,rejected,no,20258,Below Average (<60%)
20259.0,18,female,obc,mizoram,computer applications,none,0,86.68,9,0.429,admitted,yes,20259,High (75-90%)
20260.0,18,male,ews,meghalaya,computer applications,none,0,87.12,3,0.324,rejected,no,20260,High (75-90%)
20261.0,20,other,obc,gujarat,nursing,none,0,93.22,1,0.332,rejected,no,20261,Elite (90%+)
20262.0,20,female,obc,nagaland,agriculture,none,0,94.3,4,0.394,admitted,yes,20262,Elite (90%+)
20263.0,20,other,ews,kerala,computer applications,none,0,58.83,1,0.082,rejected,no,20263,Below Average (<60%)
20264.0,17,other,st,uttar pradesh,arts,cet,95,95.98,3,0.452,rejected,no,20264,Elite (90%+)
20265.0,18,male,st,jharkhand,pharmacy,cet,44,95.06,5,0.447,admitted,yes,20265,Elite (90%+)
20266.0,18,male,general,haryana,pharmacy,cet,130,80.36,3,0.362,rejected,no,20266,High (75-90%)
20267.0,19,other,obc,andhra pradesh,commerce,cet,177,52.75,2,0.175,rejected,no,20267,Below Average (<60%)
20268.0,20,male,sc,manipur,arts,cet,37,97.95,7,0.5,rejected,no,20268,Elite (90%+)
20269.0,18,male,ews,maharashtra,agriculture,none,0,85.66,7,0.386,rejected,no,20269,High (75-90%)
20270.0,19,female,sc,punjab,engineering,jee,110,55.93,10,0.298,rejected,no,20270,Below Average (<60%)
20271.0,18,other,st,chhattisgarh,engineering,jee,33,89.07,10,0.487,admitted,yes,20271,High (75-90%)
20272.0,17,male,obc,himachal pradesh,arts,none,0,75.49,9,0.348,rejected,no,20272,High (75-90%)
20273.0,18,female,obc,gujarat,computer applications,cet,44,94.21,6,0.459,rejected,no,20273,Elite (90%+)
20274.0,19,female,st,manipur,agriculture,cet,182,57.7,4,0.251,rejected,no,20274,Below Average (<60%)
20275.0,18,female,sc,haryana,management,cet,116,75.67,2,0.3,rejected,no,20275,High (75-90%)
20276.0,19,female,general,karnataka,agriculture,none,0,93.97,3,0.373,admitted,yes,20276,Elite (90%+)
20277.0,19,male,obc,tripura,medical,neet,32,82.03,2,0.29,rejected,no,20277,High (75-90%)
20278.0,18,female,ews,karnataka,medical,neet,634,69.74,9,0.7310099999999984,rejected,no,20278,Average (60-75%)
20279.0,20,male,sc,uttar pradesh,pharmacy,cet,140,62.86,5,0.278,rejected,no,20279,Average (60-75%)
20280.0,17,other,st,arunachal pradesh,commerce,cet,186,86.47,7,0.517,rejected,no,20280,High (75-90%)
20281.0,20,male,ews,kerala,agriculture,cet,99,69.65,1,0.227,rejected,no,20281,Average (60-75%)
20282.0,17,other,obc,andhra pradesh,engineering,cet,105,83.08,7,0.438,rejected,no,20282,High (75-90%)
20283.0,18,male,obc,manipur,arts,none,0,70.05,4,0.218,rejected,no,20283,Average (60-75%)
20284.0,20,female,sc,haryana,commerce,none,0,74.14,10,0.356,rejected,no,20284,Average (60-75%)
20285.0,19,male,sc,chhattisgarh,architecture,cet,1,55.18,8,0.183,rejected,no,20285,Below Average (<60%)
20286.0,18,female,ews,telangana,commerce,cet,20,93.39,2,0.364,rejected,no,20286,Elite (90%+)
20287.0,20,other,general,nagaland,nursing,cet,73,88.72,7,0.457,admitted,yes,20287,High (75-90%)
20288.0,17,other,sc,goa,engineering,jee,43,98.61,6,0.49,admitted,yes,20288,Elite (90%+)
20289.0,19,other,general,odisha,engineering,jee,23,77.4,7,0.341,rejected,no,20289,High (75-90%)
20290.0,19,female,obc,arunachal pradesh,agriculture,cet,62,86.86,6,0.418,rejected,no,20290,High (75-90%)
20291.0,17,female,sc,maharashtra,pharmacy,cet,130,55.09,1,0.142,admitted,no,20291,Below Average (<60%)
20292.0,20,other,st,mizoram,agriculture,cet,172,67.28,10,0.422,rejected,no,20292,Average (60-75%)
20293.0,20,other,ews,bihar,law,none,0,59.94,5,0.162,rejected,no,20293,Below Average (<60%)
20294.0,17,other,general,tripura,nursing,cet,43,62.03,2,0.152,rejected,no,20294,Average (60-75%)
20295.0,17,male,ews,assam,law,cet,159,58.55,7,0.296,rejected,no,20295,Below Average (<60%)
20296.0,17,male,st,arunachal pradesh,management,none,0,69.57,5,0.232,rejected,no,20296,Average (60-75%)
20297.0,18,male,obc,madhya pradesh,nursing,cet,6,64.49,6,0.218,rejected,no,20297,Average (60-75%)
20298.0,18,male,obc,punjab,computer applications,none,0,74.33,0,0.176,admitted,no,20298,Average (60-75%)
20299.0,19,other,st,manipur,commerce,cet,195,93.88,4,0.522,rejected,no,20299,Elite (90%+)
20300.0,19,male,st,assam,computer applications,none,0,56.39,0,0.046,rejected,no,20300,Below Average (<60%)
20301.0,17,other,obc,assam,arts,none,0,61.51,3,0.138,rejected,no,20301,Average (60-75%)
20302.0,18,other,sc,bihar,management,none,0,84.58,1,0.269,rejected,no,20302,High (75-90%)
20303.0,20,female,ews,uttar pradesh,architecture,cet,95,57.92,9,0.284,rejected,no,20303,Below Average (<60%)
20304.0,20,male,general,tripura,science,none,0,65.95,10,0.297,rejected,no,20304,Average (60-75%)
20305.0,18,male,sc,assam,commerce,none,0,65.58,9,0.276,rejected,no,20305,Average (60-75%)
20306.0,17,other,ews,odisha,science,none,0,98.57,4,0.425,rejected,no,20306,Elite (90%+)
20307.0,17,other,general,sikkim,engineering,jee,151,69.02,2,0.276,rejected,no,20307,Average (60-75%)
20308.0,18,female,sc,manipur,pharmacy,cet,38,96.5,2,0.399,rejected,no,20308,Elite (90%+)
20309.0,18,female,sc,chhattisgarh,science,none,0,63.72,3,0.154,rejected,no,20309,Average (60-75%)
20310.0,18,other,obc,chhattisgarh,management,cet,116,56.76,5,0.218,rejected,no,20310,Below Average (<60%)
20311.0,17,other,sc,odisha,science,cet,148,79.38,6,0.421,admitted,no,20311,High (75-90%)
20312.0,18,other,st,manipur,engineering,jee,94,90.23,8,0.5,rejected,no,20312,Elite (90%+)
20313.0,18,male,obc,chhattisgarh,medical,neet,4,80.29,7,0.349,rejected,no,20313,High (75-90%)
20314.0,18,male,sc,arunachal pradesh,pharmacy,none,0,64.89,1,0.126,rejected,no,20314,Average (60-75%)
20315.0,17,female,sc,kerala,medical,neet,368,90.88,7,0.671,rejected,no,20315,Elite (90%+)
20316.0,20,female,general,karnataka,agriculture,cet,162,92.25,6,0.524,admitted,yes,20316,Elite (90%+)
20317.0,18,female,obc,uttar pradesh,management,none,0,73.53,5,0.261,rejected,no,20317,Average (60-75%)
20318.0,18,female,st,odisha,medical,neet,521,95.91,5,0.7310099999999984,admitted,yes,20318,Elite (90%+)
20319.0,20,other,sc,kerala,agriculture,cet,116,96.13,1,0.431,rejected,no,20319,Elite (90%+)
20320.0,19,other,ews,manipur,commerce,none,0,82.23,7,0.361,rejected,no,20320,High (75-90%)
20321.0,17,other,ews,maharashtra,agriculture,cet,7,62.31,0,0.094,rejected,no,20321,Average (60-75%)
20322.0,17,other,obc,nagaland,nursing,cet,45,89.11,4,0.386,rejected,no,20322,High (75-90%)
20323.0,17,female,ews,meghalaya,commerce,none,0,93.98,3,0.373,rejected,no,20323,Elite (90%+)
20324.0,19,female,ews,bihar,commerce,none,0,66.2,3,0.172,admitted,no,20324,Average (60-75%)
20325.0,18,female,sc,maharashtra,medical,neet,634,56.7,7,0.605,rejected,no,20325,Below Average (<60%)
20326.0,18,other,st,punjab,engineering,cet,172,72.17,7,0.403,admitted,no,20326,Average (60-75%)
20327.0,19,other,obc,telangana,pharmacy,cet,122,78.69,5,0.381,rejected,no,20327,High (75-90%)
20328.0,19,female,general,tripura,management,none,0,74.39,10,0.358,rejected,no,20328,Average (60-75%)
20329.0,17,other,obc,nagaland,pharmacy,cet,199,99.53,3,0.548,admitted,yes,20329,Elite (90%+)
20330.0,17,male,st,telangana,nursing,none,0,90.8,3,0.35,rejected,no,20330,Elite (90%+)
20331.0,20,female,sc,andhra pradesh,medical,neet,225,98.39,5,0.593,admitted,yes,20331,Elite (90%+)
20332.0,20,other,sc,assam,science,none,0,59.13,8,0.211,rejected,no,20332,Below Average (<60%)
20333.0,20,other,sc,goa,agriculture,cet,173,61.85,6,0.311,admitted,no,20333,Average (60-75%)
20334.0,20,female,st,assam,science,none,0,50.89,7,0.133,rejected,no,20334,Below Average (<60%)
20335.0,18,male,st,nagaland,arts,none,0,88.16,0,0.277,rejected,no,20335,High (75-90%)
20336.0,20,other,st,maharashtra,law,none,0,85.2,2,0.291,rejected,no,20336,High (75-90%)
20337.0,20,other,sc,manipur,science,none,0,69.15,5,0.229,admitted,no,20337,Average (60-75%)
20338.0,20,female,general,maharashtra,pharmacy,none,0,70.84,10,0.332,rejected,no,20338,Average (60-75%)
20339.0,17,other,obc,madhya pradesh,computer applications,none,0,70.25,9,0.31,rejected,no,20339,Average (60-75%)
20340.0,17,female,general,tamil nadu,computer applications,none,0,56.86,3,0.104,rejected,no,20340,Below Average (<60%)
20341.0,18,female,st,goa,law,cet,64,73.2,2,0.247,admitted,no,20341,Average (60-75%)
20342.0,19,male,obc,jharkhand,nursing,cet,1,90.15,1,0.31,rejected,no,20342,Elite (90%+)
20343.0,20,female,obc,assam,commerce,none,0,71.46,0,0.155,admitted,no,20343,Average (60-75%)
20344.0,18,female,sc,maharashtra,computer applications,none,0,64.45,10,0.286,rejected,no,20344,Average (60-75%)
20345.0,20,female,sc,jharkhand,agriculture,cet,198,77.21,5,0.421,rejected,no,20345,High (75-90%)
20346.0,20,male,ews,goa,commerce,none,0,62.18,6,0.197,rejected,no,20346,Average (60-75%)
20347.0,20,female,general,manipur,engineering,cet,109,57.79,9,0.293,rejected,no,20347,Below Average (<60%)
20348.0,17,other,ews,tripura,computer applications,none,0,76.7,7,0.32,rejected,no,20348,High (75-90%)
20349.0,17,other,obc,punjab,medical,neet,214,80.89,2,0.404,rejected,no,20349,High (75-90%)
20350.0,17,male,ews,bihar,architecture,cet,113,54.54,6,0.218,rejected,no,20350,Below Average (<60%)
20351.0,19,female,sc,jharkhand,law,none,0,68.88,4,0.209,rejected,no,20351,Average (60-75%)
20352.0,19,male,sc,telangana,law,none,0,87.72,10,0.455,admitted,yes,20352,High (75-90%)
20353.0,18,other,st,goa,management,none,0,90.82,2,0.332,rejected,no,20353,Elite (90%+)
20354.0,17,female,general,telangana,architecture,cet,111,64.92,7,0.31,rejected,no,20354,Average (60-75%)
20355.0,19,other,st,telangana,architecture,cet,177,84.72,9,0.534,admitted,yes,20355,High (75-90%)
20356.0,19,female,st,arunachal pradesh,law,none,0,91.0,8,0.442,admitted,yes,20356,Elite (90%+)
20357.0,18,male,general,uttar pradesh,management,none,0,78.63,0,0.207,rejected,no,20357,High (75-90%)
20358.0,18,female,general,rajasthan,architecture,cet,71,87.86,5,0.413,rejected,no,20358,High (75-90%)
20359.0,19,female,st,madhya pradesh,pharmacy,cet,165,57.06,0,0.162,rejected,no,20359,Below Average (<60%)
20360.0,19,other,general,himachal pradesh,management,none,0,86.85,0,0.267,rejected,no,20360,High (75-90%)
20361.0,19,other,sc,madhya pradesh,medical,neet,398,87.45,2,0.576,rejected,no,20361,High (75-90%)
20362.0,20,other,obc,goa,engineering,jee,250,81.86,0,0.399,rejected,no,20362,High (75-90%)
20363.0,18,other,st,rajasthan,engineering,cet,84,66.35,0,0.175,rejected,no,20363,Average (60-75%)
20364.0,19,female,ews,karnataka,architecture,cet,13,77.3,9,0.37,admitted,yes,20364,High (75-90%)
20365.0,20,female,ews,kerala,computer applications,none,0,59.21,10,0.248,rejected,no,20365,Below Average (<60%)
20366.0,17,female,st,tripura,medical,neet,351,76.74,2,0.466,rejected,no,20366,High (75-90%)
20367.0,18,female,st,arunachal pradesh,engineering,cet,61,91.54,6,0.451,rejected,no,20367,Elite (90%+)
20368.0,17,male,general,karnataka,arts,none,0,79.29,2,0.249,rejected,no,20368,High (75-90%)
20369.0,18,other,ews,meghalaya,computer applications,none,0,63.56,2,0.134,rejected,no,20369,Average (60-75%)
20370.0,17,female,ews,gujarat,law,none,0,71.25,1,0.172,admitted,no,20370,Average (60-75%)
20371.0,19,female,general,chhattisgarh,management,cet,15,77.85,8,0.357,admitted,yes,20371,High (75-90%)
20372.0,17,other,st,maharashtra,nursing,none,0,80.23,4,0.292,rejected,no,20372,High (75-90%)
20373.0,19,female,general,chhattisgarh,pharmacy,cet,105,77.65,0,0.271,rejected,no,20373,High (75-90%)
20374.0,19,female,st,karnataka,commerce,cet,12,91.85,10,0.493,admitted,yes,20374,Elite (90%+)
20375.0,20,female,obc,assam,engineering,jee,158,52.98,2,0.164,admitted,no,20375,Below Average (<60%)
20376.0,18,other,general,andhra pradesh,computer applications,none,0,80.33,1,0.238,rejected,no,20376,High (75-90%)
20377.0,18,male,obc,punjab,management,none,0,72.98,2,0.203,rejected,no,20377,Average (60-75%)
20378.0,17,male,obc,chhattisgarh,arts,none,0,57.52,6,0.163,rejected,no,20378,Below Average (<60%)
20379.0,19,male,obc,andhra pradesh,architecture,cet,170,52.76,10,0.316,rejected,no,20379,Below Average (<60%)
20380.0,17,other,obc,andhra pradesh,science,cet,129,91.97,2,0.427,admitted,yes,20380,Elite (90%+)
20381.0,17,male,sc,manipur,management,cet,169,96.45,2,0.487,admitted,yes,20381,Elite (90%+)
20382.0,20,other,st,maharashtra,law,none,0,79.02,2,0.247,rejected,no,20382,High (75-90%)
20383.0,19,other,sc,meghalaya,science,none,0,99.53,7,0.488,admitted,yes,20383,Elite (90%+)
20384.0,17,other,sc,mizoram,medical,neet,634,62.76,6,0.674,rejected,no,20384,Average (60-75%)
20385.0,19,male,obc,nagaland,engineering,jee,293,53.69,10,0.405,rejected,no,20385,Below Average (<60%)
20386.0,18,female,obc,odisha,computer applications,none,0,91.97,9,0.468,admitted,yes,20386,Elite (90%+)
